class,filename,height,width,xmax,xmin,ymax,ymin
drone_gate,IMG_1627.JPG,864,1296,760,596,616,440
drone_gate,IMG_7399 (1).JPG,864,1296,753,542,634,196
drone_gate,IMG_8281 (1).JPG,864,1296,737,625,646,435
drone_gate,IMG_1682.JPG,864,1296,698,597,608,425
drone_gate,IMG_9794.JPG,864,1296,997,642,570,219
drone_gate,IMG_2690.JPG,864,1296,717,473,653,400
drone_gate,IMG_9206.JPG,864,1296,641,196,653,200
drone_gate,IMG_5851.JPG,864,1296,779,613,530,345
drone_gate,IMG_2231.JPG,864,1296,561,397,627,445
drone_gate,IMG_5386.JPG,864,1296,637,616,620,449
drone_gate,IMG_5306.JPG,864,1296,520,437,532,359
drone_gate,IMG_8782.JPG,864,1296,929,760,592,340
drone_gate,IMG_9228.JPG,864,1296,869,470,635,229
drone_gate,IMG_0174.JPG,864,1296,844,513,578,210
drone_gate,IMG_7572.JPG,864,1296,546,402,601,438
drone_gate,IMG_4774.JPG,864,1296,755,663,611,333
drone_gate,IMG_6537.JPG,864,1296,884,535,628,255
drone_gate,IMG_8665 (1).JPG,864,1296,644,559,604,419
drone_gate,IMG_4312.JPG,864,1296,787,578,520,285
drone_gate,IMG_1666.JPG,864,1296,708,566,622,411
drone_gate,IMG_9197.JPG,864,1296,615,264,641,0
drone_gate,IMG_8684 (1).JPG,864,1296,741,594,673,233
drone_gate,IMG_4849.JPG,864,1296,824,665,599,407
drone_gate,IMG_7848.JPG,864,1296,988,725,715,162
drone_gate,IMG_3302.JPG,864,1296,686,582,642,241
drone_gate,IMG_6566.JPG,864,1296,466,290,575,383
drone_gate,IMG_2723.JPG,864,1296,734,449,661,369
drone_gate,IMG_6750 (1).JPG,864,1296,646,494,663,295
drone_gate,IMG_7137 (1).JPG,864,1296,808,516,637,350
drone_gate,IMG_9648.JPG,864,1296,713,525,675,489
drone_gate,IMG_3494.JPG,864,1296,725,604,582,461
drone_gate,IMG_3498.JPG,864,1296,718,608,568,461
drone_gate,IMG_4905.JPG,864,1296,668,532,587,432
drone_gate,IMG_3841.JPG,864,1296,437,290,573,437
drone_gate,IMG_9784.JPG,864,1296,753,552,590,366
drone_gate,IMG_8310 (1).JPG,864,1296,718,547,616,406
drone_gate,IMG_1921.JPG,864,1296,686,437,580,219
drone_gate,IMG_3219.JPG,864,1296,931,827,580,404
drone_gate,IMG_1117.JPG,864,1296,808,554,654,195
drone_gate,IMG_8309 (1).JPG,864,1296,715,527,613,393
drone_gate,IMG_5025.JPG,864,1296,763,516,604,357
drone_gate,IMG_9981.JPG,864,1296,599,480,528,409
drone_gate,IMG_8272 (1).JPG,864,1296,711,575,637,395
drone_gate,IMG_3261.JPG,864,1296,582,509,570,423
drone_gate,IMG_1945.JPG,864,1296,687,482,558,347
drone_gate,IMG_7382.JPG,864,1296,736,549,589,305
drone_gate,IMG_9422.JPG,864,1296,675,430,585,335
drone_gate,IMG_0860.JPG,864,1296,523,357,641,468
drone_gate,IMG_7827 (1).JPG,864,1296,798,476,665,347
drone_gate,IMG_9526.JPG,864,1296,832,597,680,451
drone_gate,IMG_0077.JPG,864,1296,787,570,589,371
drone_gate,IMG_0940.JPG,864,1296,812,637,637,456
drone_gate,IMG_8374 (1).JPG,864,1296,782,464,609,288
drone_gate,IMG_6744.JPG,864,1296,672,606,654,451
drone_gate,IMG_8942.JPG,864,1296,896,494,628,120
drone_gate,IMG_3923.JPG,864,1296,672,435,568,312
drone_gate,IMG_8403.JPG,864,1296,815,623,554,333
drone_gate,IMG_3431.JPG,864,1296,706,565,661,520
drone_gate,IMG_2260.JPG,864,1296,684,504,627,442
drone_gate,IMG_8643.JPG,864,1296,858,330,760,1
drone_gate,IMG_3016.JPG,864,1296,587,501,654,388
drone_gate,IMG_6402.JPG,864,1296,692,513,601,426
drone_gate,IMG_8412 (1).JPG,864,1296,786,466,641,338
drone_gate,IMG_7179.JPG,864,1296,729,625,471,312
drone_gate,IMG_2889.JPG,864,1296,661,563,601,380
drone_gate,IMG_2670.JPG,864,1296,715,283,603,181
drone_gate,IMG_7191 (1).JPG,864,1296,770,566,632,432
drone_gate,IMG_2125.JPG,864,1296,964,549,623,167
drone_gate,IMG_2328.JPG,864,1296,1066,556,632,108
drone_gate,IMG_8804.JPG,864,1296,879,404,758,58
drone_gate,IMG_2837.JPG,864,1296,701,608,615,451
drone_gate,IMG_6276.JPG,864,1296,758,603,632,444
drone_gate,IMG_9092.JPG,864,1296,784,226,694,41
drone_gate,IMG_9939.JPG,864,1296,691,470,551,330
drone_gate,IMG_7598.JPG,864,1296,680,501,571,364
drone_gate,IMG_8480.JPG,864,1296,734,625,501,368
drone_gate,IMG_6816.JPG,864,1296,831,520,578,236
drone_gate,IMG_4298.JPG,864,1296,720,573,471,304
drone_gate,IMG_8589.JPG,864,1296,597,556,584,342
drone_gate,IMG_4274.JPG,864,1296,708,499,533,278
drone_gate,IMG_7502 (1).JPG,864,1296,682,609,618,428
drone_gate,IMG_8138.JPG,864,1296,855,725,475,300
drone_gate,IMG_7087.JPG,864,1296,762,559,520,309
drone_gate,IMG_3542.JPG,864,1296,686,580,464,359
drone_gate,IMG_2212.JPG,864,1296,720,485,637,352
drone_gate,IMG_1191.JPG,864,1296,737,580,703,177
drone_gate,IMG_3043.JPG,864,1296,648,456,675,248
drone_gate,IMG_7065 (1).JPG,864,1296,779,565,609,381
drone_gate,IMG_4486.JPG,864,1296,917,556,606,235
drone_gate,IMG_9138.JPG,864,1296,684,490,620,340
drone_gate,IMG_4945.JPG,864,1296,781,542,642,388
drone_gate,IMG_2036.JPG,864,1296,751,542,559,333
drone_gate,IMG_6708.JPG,864,1296,706,604,616,414
drone_gate,IMG_8952.JPG,864,1296,815,597,672,293
drone_gate,IMG_0911.JPG,864,1296,758,601,722,445
drone_gate,IMG_1783.JPG,864,1296,672,632,565,395
drone_gate,IMG_5039.JPG,864,1296,813,330,689,205
drone_gate,IMG_4586.JPG,864,1296,727,433,568,252
drone_gate,IMG_0453.JPG,864,1296,772,584,552,331
drone_gate,IMG_1444.JPG,864,1296,703,641,590,383
drone_gate,IMG_7031 (1).JPG,864,1296,571,347,611,376
drone_gate,IMG_6184.JPG,864,1296,760,628,632,397
drone_gate,IMG_3381.JPG,864,1296,872,580,635,302
drone_gate,IMG_8131 (1).JPG,864,1296,760,668,679,457
drone_gate,IMG_8226.JPG,864,1296,832,489,660,76
drone_gate,IMG_2962.JPG,864,1296,672,580,661,361
drone_gate,IMG_4460.JPG,864,1296,824,601,514,293
drone_gate,IMG_8419 (1).JPG,864,1296,686,411,637,373
drone_gate,IMG_4403.JPG,864,1296,679,463,504,295
drone_gate,IMG_9971.JPG,864,1296,874,751,518,397
drone_gate,IMG_7403 (1).JPG,864,1296,755,561,625,241
drone_gate,IMG_4839.JPG,864,1296,782,661,568,366
drone_gate,IMG_3594.JPG,864,1296,760,630,532,404
drone_gate,IMG_7661.JPG,864,1296,648,530,513,395
drone_gate,IMG_3604.JPG,864,1296,751,599,556,404
drone_gate,IMG_8699.JPG,864,1296,922,580,637,262
drone_gate,IMG_9079.JPG,864,1296,404,243,611,425
drone_gate,IMG_7813 (1).JPG,864,1296,756,568,665,480
drone_gate,IMG_1684.JPG,864,1296,691,585,584,428
drone_gate,IMG_5775.JPG,864,1296,680,509,530,359
drone_gate,IMG_3138.JPG,864,1296,755,411,544,209
drone_gate,IMG_1632.JPG,864,1296,710,525,620,426
drone_gate,IMG_6007.JPG,864,1296,618,473,549,255
drone_gate,IMG_1972.JPG,864,1296,903,544,577,209
drone_gate,IMG_6852 (1).JPG,864,1296,658,559,644,321
drone_gate,IMG_2958.JPG,864,1296,703,592,679,309
drone_gate,IMG_2441.JPG,864,1296,753,644,594,342
drone_gate,IMG_7342.JPG,864,1296,774,525,559,307
drone_gate,IMG_7252 (1).JPG,864,1296,673,499,623,444
drone_gate,IMG_7629 (1).JPG,864,1296,708,599,703,482
drone_gate,IMG_1561.JPG,864,1296,800,419,660,271
drone_gate,IMG_8427.JPG,864,1296,862,711,516,336
drone_gate,IMG_2870.JPG,864,1296,682,585,616,435
drone_gate,IMG_1124.JPG,864,1296,717,499,646,231
drone_gate,IMG_4719.JPG,864,1296,756,675,552,278
drone_gate,IMG_6922 (1).JPG,864,1296,705,570,615,397
drone_gate,IMG_4797.JPG,864,1296,701,533,635,316
drone_gate,IMG_9506.JPG,864,1296,869,499,660,266
drone_gate,IMG_3251.JPG,864,1296,590,506,590,430
drone_gate,IMG_7692 (1).JPG,864,1296,829,527,630,257
drone_gate,IMG_7837.JPG,864,1296,554,499,613,419
drone_gate,IMG_5628.JPG,864,1296,749,468,613,305
drone_gate,IMG_1001.JPG,864,1296,597,471,646,438
drone_gate,IMG_7691.JPG,864,1296,857,580,620,224
drone_gate,IMG_7447 (1).JPG,864,1296,622,554,618,464
drone_gate,IMG_6264.JPG,864,1296,808,613,635,393
drone_gate,IMG_7010.JPG,864,1296,765,528,599,243
drone_gate,IMG_7831.JPG,864,1296,594,558,608,451
drone_gate,IMG_2566.JPG,864,1296,691,492,651,333
drone_gate,IMG_4171.JPG,864,1296,867,615,715,245
drone_gate,IMG_7373.JPG,864,1296,727,556,577,345
drone_gate,IMG_5330.JPG,864,1296,601,525,616,426
drone_gate,IMG_9374.JPG,864,1296,815,478,635,292
drone_gate,IMG_3953.JPG,864,1296,684,421,584,314
drone_gate,IMG_3737.JPG,864,1296,692,437,582,305
drone_gate,IMG_9064.JPG,864,1296,725,12,751,1
drone_gate,IMG_1530.JPG,864,1296,777,608,609,399
drone_gate,IMG_9058.JPG,864,1296,786,559,611,361
drone_gate,IMG_1226.JPG,864,1296,765,546,667,212
drone_gate,IMG_6262.JPG,864,1296,838,616,642,380
drone_gate,IMG_8770 (1).JPG,864,1296,915,705,592,309
drone_gate,IMG_0613.JPG,864,1296,724,587,525,319
drone_gate,IMG_1407.JPG,864,1296,708,637,563,418
drone_gate,IMG_4018.JPG,864,1296,926,668,628,176
drone_gate,IMG_9946.JPG,864,1296,801,658,533,392
drone_gate,IMG_5421.JPG,864,1296,701,527,627,152
drone_gate,IMG_0973.JPG,864,1296,736,464,680,368
drone_gate,IMG_8111 (1).JPG,864,1296,813,628,670,222
drone_gate,IMG_7854 (1).JPG,864,1296,851,487,679,331
drone_gate,IMG_8431 (1).JPG,864,1296,668,473,649,457
drone_gate,IMG_8515.JPG,864,1296,730,649,523,385
drone_gate,IMG_7550.JPG,864,1296,727,447,627,330
drone_gate,IMG_9302.JPG,864,1296,756,556,594,390
drone_gate,IMG_3735.JPG,864,1296,658,423,563,319
drone_gate,IMG_8113.JPG,864,1296,900,551,604,174
drone_gate,IMG_7300.JPG,864,1296,805,527,575,273
drone_gate,IMG_7551 (1).JPG,864,1296,691,632,663,273
drone_gate,IMG_2689.JPG,864,1296,720,457,644,378
drone_gate,IMG_6944 (1).JPG,864,1296,813,471,613,183
drone_gate,IMG_4914.JPG,864,1296,718,532,648,449
drone_gate,IMG_5004.JPG,864,1296,805,582,589,369
drone_gate,IMG_7035 (1).JPG,864,1296,540,342,616,399
drone_gate,IMG_4493.JPG,864,1296,841,371,639,174
drone_gate,IMG_2605.JPG,864,1296,803,471,654,290
drone_gate,IMG_8947.JPG,864,1296,824,492,736,153
drone_gate,IMG_7088.JPG,864,1296,743,561,485,295
drone_gate,IMG_8345 (1).JPG,864,1296,547,335,609,368
drone_gate,IMG_4349.JPG,864,1296,817,625,504,297
drone_gate,IMG_9968.JPG,864,1296,910,789,516,395
drone_gate,IMG_8359.JPG,864,1296,701,292,670,233
drone_gate,IMG_3872.JPG,864,1296,575,392,521,349
drone_gate,IMG_0541.JPG,864,1296,765,542,495,266
drone_gate,IMG_2255.JPG,864,1296,763,527,635,392
drone_gate,IMG_7871 (1).JPG,864,1296,767,552,590,483
drone_gate,IMG_0181.JPG,864,1296,698,437,482,193
drone_gate,IMG_9637.JPG,864,1296,872,483,686,321
drone_gate,IMG_4946.JPG,864,1296,772,539,646,393
drone_gate,IMG_7875.JPG,864,1296,371,316,615,461
drone_gate,IMG_6947.JPG,864,1296,744,521,667,214
drone_gate,IMG_7825.JPG,864,1296,492,457,563,421
drone_gate,IMG_7072 (1).JPG,864,1296,822,532,628,326
drone_gate,IMG_6938 (1).JPG,864,1296,737,476,630,243
drone_gate,IMG_3761.JPG,864,1296,825,571,596,383
drone_gate,IMG_9081.JPG,864,1296,646,468,609,390
drone_gate,IMG_8477.JPG,864,1296,841,684,540,333
drone_gate,IMG_7441 (1).JPG,864,1296,670,603,603,459
drone_gate,IMG_1339.JPG,864,1296,734,558,570,397
drone_gate,IMG_9577.JPG,864,1296,718,437,656,397
drone_gate,IMG_5013.JPG,864,1296,829,653,551,373
drone_gate,IMG_8784.JPG,864,1296,957,824,554,361
drone_gate,IMG_2616.JPG,864,1296,694,518,634,437
drone_gate,IMG_8246 (1).JPG,864,1296,784,680,665,437
drone_gate,IMG_2456.JPG,864,1296,672,603,589,423
drone_gate,IMG_3437.JPG,864,1296,654,540,660,535
drone_gate,IMG_9106.JPG,864,1296,689,499,608,374
drone_gate,IMG_6873 (1).JPG,864,1296,656,551,623,350
drone_gate,IMG_0596.JPG,864,1296,717,525,535,319
drone_gate,IMG_3006.JPG,864,1296,762,616,706,338
drone_gate,IMG_8759.JPG,864,1296,649,616,575,390
drone_gate,IMG_7708.JPG,864,1296,718,630,530,402
drone_gate,IMG_4132.JPG,864,1296,677,544,616,212
drone_gate,IMG_6867 (1).JPG,864,1296,632,547,620,376
drone_gate,IMG_3453.JPG,864,1296,730,599,661,523
drone_gate,IMG_4535.JPG,864,1296,800,482,585,248
drone_gate,IMG_3197.JPG,864,1296,736,528,594,254
drone_gate,IMG_3900.JPG,864,1296,879,423,644,177
drone_gate,IMG_9010.JPG,864,1296,851,703,741,158
drone_gate,IMG_2118.JPG,864,1296,622,544,575,300
drone_gate,IMG_3954.JPG,864,1296,751,471,589,309
drone_gate,IMG_1764.JPG,864,1296,806,713,589,243
drone_gate,IMG_3714.JPG,864,1296,812,482,540,209
drone_gate,IMG_0963.JPG,864,1296,729,397,663,336
drone_gate,IMG_2896.JPG,864,1296,760,571,587,231
drone_gate,IMG_9657.JPG,864,1296,760,331,632,167
drone_gate,IMG_4831.JPG,864,1296,725,573,584,335
drone_gate,IMG_7975.JPG,864,1296,653,419,673,364
drone_gate,IMG_2625.JPG,864,1296,648,480,646,461
drone_gate,IMG_3825.JPG,864,1296,383,176,608,352
drone_gate,IMG_8347.JPG,864,1296,730,533,556,331
drone_gate,IMG_6826 (1).JPG,864,1296,599,559,634,402
drone_gate,IMG_8164 (1).JPG,864,1296,722,663,665,457
drone_gate,IMG_4233.JPG,864,1296,663,533,506,276
drone_gate,IMG_8250 (1).JPG,864,1296,663,411,651,195
drone_gate,IMG_7670 (1).JPG,864,1296,748,559,596,300
drone_gate,IMG_5260.JPG,864,1296,663,563,609,440
drone_gate,IMG_7711 (1).JPG,864,1296,798,623,620,411
drone_gate,IMG_9750.JPG,864,1296,748,494,556,312
drone_gate,IMG_4334.JPG,864,1296,844,506,599,233
drone_gate,IMG_7566 (1).JPG,864,1296,675,625,660,437
drone_gate,IMG_8369 (1).JPG,864,1296,675,290,609,221
drone_gate,IMG_7981.JPG,864,1296,957,298,730,117
drone_gate,IMG_9119.JPG,864,1296,592,456,577,400
drone_gate,IMG_7981 (1).JPG,864,1296,874,552,692,357
drone_gate,IMG_9349.JPG,864,1296,858,323,701,153
drone_gate,IMG_9961.JPG,864,1296,661,539,520,399
drone_gate,IMG_7972 (1).JPG,864,1296,903,397,682,143
drone_gate,IMG_9361.JPG,864,1296,907,383,679,150
drone_gate,IMG_8604.JPG,864,1296,715,478,668,115
drone_gate,IMG_7854.JPG,864,1296,855,648,696,221
drone_gate,IMG_6963.JPG,864,1296,667,566,551,257
drone_gate,IMG_5881.JPG,864,1296,751,432,571,203
drone_gate,IMG_4325.JPG,864,1296,933,532,613,179
drone_gate,IMG_6652.JPG,864,1296,563,476,582,442
drone_gate,IMG_3653.JPG,864,1296,689,565,487,366
drone_gate,IMG_7860.JPG,864,1296,613,444,667,292
drone_gate,IMG_9390.JPG,864,1296,786,482,606,297
drone_gate,IMG_3326.JPG,864,1296,701,554,648,172
drone_gate,IMG_5035.JPG,864,1296,893,444,672,233
drone_gate,IMG_7285 (1).JPG,864,1296,817,445,639,235
drone_gate,IMG_0641.JPG,864,1296,635,499,682,158
drone_gate,IMG_9770.JPG,864,1296,820,518,594,298
drone_gate,IMG_2992.JPG,864,1296,649,461,692,171
drone_gate,IMG_7078 (1).JPG,864,1296,841,461,635,241
drone_gate,IMG_0218.JPG,864,1296,978,724,554,302
drone_gate,IMG_3227.JPG,864,1296,653,459,575,167
drone_gate,IMG_7817.JPG,864,1296,632,573,578,423
drone_gate,IMG_2465.JPG,864,1296,639,606,596,461
drone_gate,IMG_8450 (1).JPG,864,1296,668,350,618,304
drone_gate,IMG_7001 (1).JPG,864,1296,755,466,630,292
drone_gate,IMG_2442.JPG,864,1296,810,672,573,288
drone_gate,IMG_7249.JPG,864,1296,758,618,544,350
drone_gate,IMG_6883.JPG,864,1296,929,409,720,131
drone_gate,IMG_8068.JPG,864,1296,881,485,585,186
drone_gate,IMG_8218 (1).JPG,864,1296,703,551,651,269
drone_gate,IMG_6067.JPG,864,1296,525,471,518,333
drone_gate,IMG_1236.JPG,864,1296,708,587,570,376
drone_gate,IMG_1252.JPG,864,1296,796,535,632,288
drone_gate,IMG_9259.JPG,864,1296,592,283,585,281
drone_gate,IMG_8158.JPG,864,1296,846,587,552,224
drone_gate,IMG_9245.JPG,864,1296,765,432,622,259
drone_gate,IMG_4189.JPG,864,1296,691,592,609,385
drone_gate,IMG_6995 (1).JPG,864,1296,729,508,620,368
drone_gate,IMG_6303.JPG,864,1296,768,506,696,392
drone_gate,IMG_0100.JPG,864,1296,838,609,596,387
drone_gate,IMG_5542.JPG,864,1296,699,418,606,264
drone_gate,IMG_4464.JPG,864,1296,789,606,497,323
drone_gate,IMG_8165.JPG,864,1296,793,660,490,305
drone_gate,IMG_4951.JPG,864,1296,822,630,628,423
drone_gate,IMG_5500.JPG,864,1296,634,402,628,186
drone_gate,IMG_6626.JPG,864,1296,691,502,618,326
drone_gate,IMG_8411.JPG,864,1296,787,406,660,224
drone_gate,IMG_7969.JPG,864,1296,720,549,667,432
drone_gate,IMG_8474 (1).JPG,864,1296,625,435,665,476
drone_gate,IMG_2324.JPG,864,1296,703,395,648,330
drone_gate,IMG_7552 (1).JPG,864,1296,689,599,661,241
drone_gate,IMG_3699.JPG,864,1296,825,508,649,328
drone_gate,IMG_1544.JPG,864,1296,751,568,628,416
drone_gate,IMG_5169.JPG,864,1296,663,454,615,380
drone_gate,IMG_1702.JPG,864,1296,808,596,670,236
drone_gate,IMG_5544.JPG,864,1296,734,437,609,262
drone_gate,IMG_6878.JPG,864,1296,763,571,525,292
drone_gate,IMG_8102.JPG,864,1296,898,635,539,248
drone_gate,IMG_7267 (1).JPG,864,1296,713,399,635,312
drone_gate,IMG_0047.JPG,864,1296,1010,575,646,224
drone_gate,IMG_9368.JPG,864,1296,914,459,656,203
drone_gate,IMG_6170.JPG,864,1296,552,407,649,305
drone_gate,IMG_3979.JPG,864,1296,853,618,646,259
drone_gate,IMG_6739.JPG,864,1296,770,578,628,207
drone_gate,IMG_4571.JPG,864,1296,623,475,485,321
drone_gate,IMG_8544 (1).JPG,864,1296,651,528,606,406
drone_gate,IMG_3307.JPG,864,1296,675,580,635,245
drone_gate,IMG_6152.JPG,864,1296,661,556,630,309
drone_gate,IMG_7247.JPG,864,1296,734,571,575,331
drone_gate,IMG_8282 (1).JPG,864,1296,775,644,634,421
drone_gate,IMG_2178.JPG,864,1296,717,611,677,451
drone_gate,IMG_2579.JPG,864,1296,801,440,584,212
drone_gate,IMG_3352.JPG,864,1296,869,509,646,224
drone_gate,IMG_6746.JPG,864,1296,686,625,641,449
drone_gate,IMG_8128.JPG,864,1296,701,547,495,312
drone_gate,IMG_1976.JPG,864,1296,839,452,587,209
drone_gate,IMG_7800.JPG,864,1296,748,582,641,269
drone_gate,IMG_7236 (1).JPG,864,1296,781,544,632,399
drone_gate,IMG_5056.JPG,864,1296,784,584,589,385
drone_gate,IMG_5226.JPG,864,1296,513,380,609,407
drone_gate,IMG_7957.JPG,864,1296,627,502,571,400
drone_gate,IMG_5416.JPG,864,1296,615,470,635,152
drone_gate,IMG_8664.JPG,864,1296,616,528,521,350
drone_gate,IMG_6047.JPG,864,1296,642,590,490,368
drone_gate,IMG_8182 (1).JPG,864,1296,739,665,680,316
drone_gate,IMG_4740.JPG,864,1296,641,604,547,278
drone_gate,IMG_0984.JPG,864,1296,620,525,601,464
drone_gate,IMG_8710.JPG,864,1296,895,684,577,347
drone_gate,IMG_7098.JPG,864,1296,775,585,516,314
drone_gate,IMG_7385 (1).JPG,864,1296,722,566,594,323
drone_gate,IMG_3729.JPG,864,1296,694,423,608,333
drone_gate,IMG_7474 (1).JPG,864,1296,689,540,635,200
drone_gate,IMG_5817.JPG,864,1296,660,383,580,266
drone_gate,IMG_0900.JPG,864,1296,679,568,670,482
drone_gate,IMG_9754.JPG,864,1296,806,539,563,302
drone_gate,IMG_0346.JPG,864,1296,711,559,575,433
drone_gate,IMG_4170.JPG,864,1296,889,623,596,241
drone_gate,IMG_8729 (1).JPG,864,1296,568,478,667,235
drone_gate,IMG_2716.JPG,864,1296,844,352,648,167
drone_gate,IMG_8108 (1).JPG,864,1296,758,694,653,495
drone_gate,IMG_7928 (1).JPG,864,1296,751,535,677,459
drone_gate,IMG_7325.JPG,864,1296,751,571,520,333
drone_gate,IMG_3312.JPG,864,1296,639,532,622,262
drone_gate,IMG_2149.JPG,864,1296,482,404,689,409
drone_gate,IMG_1394.JPG,864,1296,708,559,594,331
drone_gate,IMG_1559.JPG,864,1296,768,490,646,347
drone_gate,IMG_4751.JPG,864,1296,632,606,497,326
drone_gate,IMG_4954.JPG,864,1296,794,601,620,419
drone_gate,IMG_5945.JPG,864,1296,620,533,528,390
drone_gate,IMG_3884.JPG,864,1296,722,497,623,174
drone_gate,IMG_5792.JPG,864,1296,689,412,561,281
drone_gate,IMG_8063 (1).JPG,864,1296,717,592,639,423
drone_gate,IMG_3172.JPG,864,1296,812,399,604,126
drone_gate,IMG_0292.JPG,864,1296,668,523,625,381
drone_gate,IMG_3952.JPG,864,1296,663,400,580,321
drone_gate,IMG_8198 (1).JPG,864,1296,713,684,698,494
drone_gate,IMG_0248.JPG,864,1296,774,563,587,364
drone_gate,IMG_4102.JPG,864,1296,791,547,570,330
drone_gate,IMG_8517 (1).JPG,864,1296,679,411,580,171
drone_gate,IMG_7564.JPG,864,1296,675,364,634,326
drone_gate,IMG_9611.JPG,864,1296,903,473,689,266
drone_gate,IMG_8193 (1).JPG,864,1296,680,639,679,435
drone_gate,IMG_3082.JPG,864,1296,705,575,611,374
drone_gate,IMG_9421.JPG,864,1296,661,440,575,349
drone_gate,IMG_0190.JPG,864,1296,910,559,499,129
drone_gate,IMG_8541.JPG,864,1296,748,613,584,336
drone_gate,IMG_7165 (1).JPG,864,1296,760,485,627,355
drone_gate,IMG_9565.JPG,864,1296,891,404,649,171
drone_gate,IMG_8703 (1).JPG,864,1296,720,658,668,426
drone_gate,IMG_4388.JPG,864,1296,1000,565,622,198
drone_gate,IMG_8602 (1).JPG,864,1296,630,539,603,421
drone_gate,IMG_3399.JPG,864,1296,661,457,596,374
drone_gate,IMG_4244.JPG,864,1296,699,542,525,267
drone_gate,IMG_7872.JPG,864,1296,347,288,611,437
drone_gate,IMG_6659.JPG,864,1296,634,561,590,451
drone_gate,IMG_6870.JPG,864,1296,789,606,525,295
drone_gate,IMG_2503.JPG,864,1296,613,504,679,333
drone_gate,IMG_3741.JPG,864,1296,768,539,563,311
drone_gate,IMG_2836.JPG,864,1296,639,542,620,451
drone_gate,IMG_6028.JPG,864,1296,670,570,525,326
drone_gate,IMG_1325.JPG,864,1296,777,461,628,312
drone_gate,IMG_1898.JPG,864,1296,749,603,558,311
drone_gate,IMG_9865.JPG,864,1296,941,706,566,331
drone_gate,IMG_7848 (1).JPG,864,1296,912,397,679,207
drone_gate,IMG_6984.JPG,864,1296,656,571,552,298
drone_gate,IMG_8091 (1).JPG,864,1296,784,668,648,387
drone_gate,IMG_4750.JPG,864,1296,635,615,504,316
drone_gate,IMG_9183.JPG,864,1296,561,468,549,293
drone_gate,IMG_3393.JPG,864,1296,779,495,547,266
drone_gate,IMG_3955.JPG,864,1296,756,497,582,300
drone_gate,IMG_3573.JPG,864,1296,634,523,525,416
drone_gate,IMG_1887.JPG,864,1296,677,577,563,406
drone_gate,IMG_1223.JPG,864,1296,746,594,632,288
drone_gate,IMG_6927 (1).JPG,864,1296,706,547,623,369
drone_gate,IMG_6138.JPG,864,1296,660,565,590,324
